名称,用途,分类,主题,状态,维护状态,入口,仓库,原始标题,依据,日期
定制化离线粤语聊天系统设计与硬件需求,回顾讨论主题：定制化离线粤语聊天系统设计与硬件需求；端测模型在小字方案上的应用与硬件软件合作探讨；粤语定制对话硬件开发方案探讨。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251012-1329-a9ca2fc3/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-12 13:29 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-12
二次开发智能音箱功能讨论,回顾讨论主题：二次开发智能音箱功能讨论；探索智能音箱差异化功能与版权资源；讨论ESP32-S3模块开发与3D打印样品制作。完整内容见原资料。,会议条目,智能硬件与产品交付 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251012-1437-789658d9/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-12 14:37 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-12
公司内部数据库AI赋能计划,回顾讨论主题：公司内部数据库AI赋能计划；博物馆数字人项目与自然语言处理技术探讨；定制智能硬件与服务器对接方案探讨。完整内容见原资料。,会议条目,智能硬件与产品交付 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251012-2134-96fa2b8a/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-12 21:34 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-12
AI硬件与多元化职业探索,回顾讨论主题：AI硬件与多元化职业探索；公司业务转型与AI投资探讨；职场压力与创业选择探讨。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251013-1505-20dbb703/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-13 15:05 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-13
寻求低成本AI玩具软件解决方案,回顾讨论主题：寻求低成本AI玩具软件解决方案；讨论智能设备软件稳定性与成本问题；合作洽谈：软硬件一体化方案与时间周期讨论。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251013-1839-ccaf26c6/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-13 18:39 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-13
探讨低成本AI玩具硬件方案,回顾讨论主题：探讨低成本AI玩具硬件方案；优化软硬件方案以提升成本效益与系统稳定性；讨论定制化产品开发周期与报价。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251013-1850-c6dc1813/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-13 18:50 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-13
讨论摄像头模型运行与硬件支持,回顾讨论主题：讨论摄像头模型运行与硬件支持；讨论摄像头内置模型运行能力与采购方案；定制AI摄像头与仓库监控方案探讨。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251013-2003-063decd9/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-13 20:03 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-13
讨论仓库摄像头模型运行能力,回顾讨论主题：讨论仓库摄像头模型运行能力；寻求AI摄像头解决方案与模型开发合作；定制摄像头项目进展与开模挑战。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251013-2005-921b4454/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-13 20:05 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-13
探索机器人市场与组织架构发展方向,回顾讨论主题：探索机器人市场与组织架构发展方向；讨论李老师在项目中的角色与未来规划。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251014-1805-6974d961/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-14 18:05 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-14
设计与内部结构规划智能玩偶机器人,回顾讨论主题：设计与内部结构规划智能玩偶机器人；讨论设备内部结构与组件布局；讨论夜灯设计与材料选择的可行性。完整内容见原资料。,会议条目,智能硬件与产品交付 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251014-2105-70503927/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-14 21:05 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-14
模具设计与开模线位置讨论,回顾讨论主题：模具设计与开模线位置讨论；软胶制品设计与活动部件探讨；产品外观设计与内部结构固定方案讨论。完整内容见原资料。,会议条目,智能硬件与产品交付 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251015-2012-a97041fb/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-15 20:12 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-15
定制双目AI玩具开发方案探讨,回顾讨论主题：定制双目AI玩具开发方案探讨；定制化硬件方案与成本探讨；讨论定制化硬件与后端系统价格。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251017-1853-3b9664c3/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-17 18:53 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-17
长期记忆功能在儿童陪伴机器人中的应用探讨,回顾讨论主题：长期记忆功能在儿童陪伴机器人中的应用探讨；商业与技术在AI智能穿戴设备领域的探讨；AI服务模式与硬件选择讨论。完整内容见原资料。,会议条目,智能硬件与产品交付 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251018-1019-11c07531/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-18 10:19 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-18
讨论开发互动式机器人需求,回顾讨论主题：讨论开发互动式机器人需求；优化机器人互动设计的目标与建议；设计桌面机器人：尺寸、功能与市场策略讨论。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251018-1113-019e1790/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-18 11:13 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-18
讨论企业内部AI系统部署方案,回顾讨论主题：讨论企业内部AI系统部署方案。完整内容见原资料。,会议条目,创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251019-1831-4be04390/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-19 18:31 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-19
寻求智能硬件平台对接与定制化服务,回顾讨论主题：寻求智能硬件平台对接与定制化服务；讨论智能体系MPP对接与私有化部署成本；合作开发AI闹钟与共享充电宝集成方案。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251020-1050-02d4e519/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-20 10:50 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-20
技术对接与部署方案讨论,回顾讨论主题：技术对接与部署方案讨论；语音技术部署与对接方案讨论；智能体平台与插件系统的集成与应用。完整内容见原资料。,会议条目,智能硬件与产品交付 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251021-1906-668b3661/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-21 19:06 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-21
AI玩具功能与市场讨论,回顾讨论主题：AI玩具功能与市场讨论；固件开发与接口对接讨论；固件开发与外包讨论。完整内容见原资料。,会议条目,智能硬件与产品交付 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251022-1446-7f781116/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-22 14:46 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-22
车载设备电池与喇叭优化讨论,回顾讨论主题：车载设备电池与喇叭优化讨论；选择适合的汽车音响喇叭方案；讨论产品设计细节与团队协作。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251023-1003-9b101aa3/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-23 10:03 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-23
AI玩具升级商用方案讨论,回顾讨论主题：AI玩具升级商用方案讨论；AI玩具市场分析与商用挑战探讨；讨论产品上市计划与技术方案。完整内容见原资料。,会议条目,智能硬件与产品交付 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251023-2044-15f013fd/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-23 20:44 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-23
讨论产品开发与离线指令支持,回顾讨论主题：讨论产品开发与离线指令支持；服务端搭建与市场反馈的决策考量；语音交互与表情互动技术方案探讨。完整内容见原资料。,会议条目,智能硬件与产品交付 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251024-1034-523e0dec/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-24 10:34 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-24
服务端重启与迁移策略讨论,回顾讨论主题：服务端重启与迁移策略讨论；项目费用与迁移责任讨论。完整内容见原资料。,会议条目,内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251024-1530-e4d85b6a/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,10月24日 15:30 录音_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-24
公司创立与未来规划讨论,回顾讨论主题：公司创立与未来规划讨论；社区运营与未来产品规划讨论。完整内容见原资料。,会议条目,内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251026-1110-8bbec5e8/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-10-26 11:10 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-10-26
